line,uid,fc,interpretation,pdu
1353,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1355,1,3,"FC3 response: 18 reg(s) [0, 22884, 0, 22862, 0, 22650]",03 24 00 00 59 64 00 00 59 4E 00 00 58 7A 00 02 E7 83 00 02 E9 14 00 02 E8 90 00 05 08 1F 00 05 0A C1 00 05 09 23
1355,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1357,1,3,"FC3 response: 16 reg(s) [19, 54792, 0, 0, 19, 56307]",03 20 00 13 D6 08 00 00 00 00 00 13 DB F3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F5 3A
1357,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1361,3,37,FC37 raw len=42,25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A
1361,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1361,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1363,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1365,1,3,"FC3 response: 18 reg(s) [0, 22897, 0, 22867, 0, 22477]",03 24 00 00 59 71 00 00 59 53 00 00 57 CD 00 02 E6 87 00 02 E9 41 00 02 E9 7D 00 05 06 AF 00 05 0C 8A 00 05 08 FD
1365,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1367,1,3,"FC3 response: 16 reg(s) [19, 53039, 0, 0, 19, 54280]",03 20 00 13 CF 2F 00 00 00 00 00 13 D4 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 DD D0
1367,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1371,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1371,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1373,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1375,1,3,"FC3 response: 18 reg(s) [0, 22698, 0, 22666, 0, 22526]",03 24 00 00 58 AA 00 00 58 8A 00 00 57 FE 00 02 E4 4D 00 02 E9 3E 00 02 E8 51 00 05 04 BC 00 05 0C 6B 00 05 05 27
1375,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1377,1,3,"FC3 response: 16 reg(s) [19, 46044, 0, 0, 19, 46438]",03 20 00 13 B3 DC 00 00 00 00 00 13 B5 66 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7C 8C
1377,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1381,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1381,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1383,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1385,1,3,"FC3 response: 18 reg(s) [0, 22849, 0, 22846, 0, 22657]",03 24 00 00 59 41 00 00 59 3E 00 00 58 81 00 02 E8 53 00 02 EA 2B 00 02 E8 CB 00 05 0A 2F 00 05 0B C7 00 05 09 BF
1385,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1387,1,3,"FC3 response: 16 reg(s) [19, 56483, 0, 0, 19, 57099]",03 20 00 13 DC A3 00 00 00 00 00 13 DF 0B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9C 56
1387,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1391,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1393,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1395,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1397,1,3,"FC3 response: 18 reg(s) [0, 22983, 0, 22965, 0, 22749]",03 24 00 00 59 C7 00 00 59 B5 00 00 58 DD 00 02 E8 1A 00 02 E9 CC 00 02 E8 C0 00 05 09 85 00 05 0B 73 00 05 09 A3
1397,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1399,1,3,"FC3 response: 16 reg(s) [19, 61431, 0, 0, 19, 62848]",03 20 00 13 EF F7 00 00 00 00 00 13 F5 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E2 5C
1399,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1403,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1403,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1405,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1407,1,3,"FC3 response: 18 reg(s) [0, 22963, 0, 22890, 0, 22637]",03 24 00 00 59 B3 00 00 59 6A 00 00 58 6D 00 02 E4 BA 00 02 E8 A3 00 02 E9 31 00 05 04 0D 00 05 0C 80 00 05 06 F5
1407,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1409,1,3,"FC3 response: 16 reg(s) [19, 57028, 0, 0, 19, 58013]",03 20 00 13 DE C4 00 00 00 00 00 13 E2 9D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C5 D1
1411,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1417,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1417,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1419,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1421,1,3,"FC3 response: 18 reg(s) [0, 22831, 0, 22869, 0, 22717]",03 24 00 00 59 2F 00 00 59 55 00 00 58 BD 00 02 E5 F2 00 02 E9 A8 00 02 E8 2F 00 05 07 30 00 05 0B CE 00 05 06 A5
1421,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1423,1,3,"FC3 response: 16 reg(s) [19, 56808, 0, 0, 19, 57127]",03 20 00 13 DD E8 00 00 00 00 00 13 DF 27 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 AD
1423,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1427,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1427,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1429,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1431,1,3,"FC3 response: 18 reg(s) [0, 23008, 0, 23001, 0, 22788]",03 24 00 00 59 E0 00 00 59 D9 00 00 59 04 00 02 E7 AF 00 02 E9 D0 00 02 E8 5A 00 05 09 99 00 05 0A C7 00 05 08 FB
1431,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1433,1,3,"FC3 response: 16 reg(s) [19, 64280, 0, 0, 20, 5821]",03 20 00 13 FB 18 00 00 00 00 00 14 16 BD 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E7 7C
1433,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1437,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1437,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1439,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1441,1,3,"FC3 response: 18 reg(s) [0, 23208, 0, 23197, 0, 22913]",03 24 00 00 5A A8 00 00 5A 9D 00 00 59 81 00 02 E7 27 00 02 E9 44 00 02 E9 4E 00 05 07 8A 00 05 0B FC 00 05 09 78
1441,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1443,1,3,"FC3 response: 16 reg(s) [20, 7577, 0, 0, 20, 9041]",03 20 00 14 1D 99 00 00 00 00 00 14 23 51 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F2 D0
1443,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1447,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1447,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1449,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1451,1,3,"FC3 response: 18 reg(s) [0, 23107, 0, 23051, 0, 22872]",03 24 00 00 5A 43 00 00 5A 0B 00 00 59 58 00 02 E4 3F 00 02 E9 0E 00 02 E8 EB 00 05 04 1D 00 05 0C ED 00 05 05 E3
1451,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1453,1,3,"FC3 response: 16 reg(s) [20, 2282, 0, 0, 20, 2825]",03 20 00 14 08 EA 00 00 00 00 00 14 0B 09 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 93 8F
1455,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1459,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1459,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1461,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1463,1,3,"FC3 response: 18 reg(s) [0, 23108, 0, 23077, 0, 22928]",03 24 00 00 5A 44 00 00 5A 25 00 00 59 90 00 02 E5 9A 00 02 EA C7 00 02 E9 83 00 05 0A 3F 00 05 0D 65 00 05 0A 10
1465,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1467,1,3,"FC3 response: 16 reg(s) [20, 10928, 0, 0, 20, 11433]",03 20 00 14 2A B0 00 00 00 00 00 14 2C A9 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 8E B7
1469,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1475,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1475,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1477,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1479,1,3,"FC3 response: 18 reg(s) [0, 23314, 0, 23382, 0, 23141]",03 24 00 00 5B 12 00 00 5B 56 00 00 5A 65 00 02 E8 BB 00 02 EA AF 00 02 E8 ED 00 05 0B 2A 00 05 0C 4C 00 05 0A 12
1481,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1483,1,3,"FC3 response: 16 reg(s) [20, 18944, 0, 0, 20, 20110]",03 20 00 14 4A 00 00 00 00 00 00 14 4E 8E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 D9 9E
1485,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1487,1,3,"FC3 response: 36 reg(s) [2490, 27262, 8, 54447, 2556, 26544]",03 48 09 BA 6A 7E 00 08 D4 AF 09 FC 67 B0 00 12 4A BE 00 0B 3B 78 00 97 81 64 05 C7 66 FC 00 03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8B
1489,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1489,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1491,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1493,1,3,"FC3 response: 18 reg(s) [0, 23504, 0, 23436, 0, 23103]",03 24 00 00 5B D0 00 00 5B 8C 00 00 5A 3F 00 02 E6 64 00 02 E9 8F 00 02 E9 E7 00 05 06 A2 00 05 0D 72 00 05 09 25
1493,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1495,1,3,"FC3 response: 16 reg(s) [20, 22412, 0, 0, 20, 23684]",03 20 00 14 57 8C 00 00 00 00 00 14 5C 84 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E3 8B
1495,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1499,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1499,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1501,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1503,1,3,"FC3 response: 18 reg(s) [0, 23400, 0, 23412, 0, 23226]",03 24 00 00 5B 68 00 00 5B 74 00 00 5A BA 00 02 E5 03 00 02 E9 67 00 02 E8 77 00 05 05 AB 00 05 0C 5E 00 05 06 09
1503,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1505,1,3,"FC3 response: 16 reg(s) [20, 21877, 0, 0, 20, 22237]",03 20 00 14 55 75 00 00 00 00 00 14 56 DD 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 78 F4
1505,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1509,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1509,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1511,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1513,1,3,"FC3 response: 18 reg(s) [0, 23519, 0, 23573, 0, 23382]",03 24 00 00 5B DF 00 00 5C 15 00 00 5B 56 00 02 E7 63 00 02 EA 22 00 02 E8 B2 00 05 09 19 00 05 0C 24 00 05 08 9C
1513,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1515,1,3,"FC3 response: 16 reg(s) [20, 31348, 0, 0, 20, 31802]",03 20 00 14 7A 74 00 00 00 00 00 14 7C 3A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 88 61
1515,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1519,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1519,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1521,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1523,1,3,"FC3 response: 18 reg(s) [0, 23943, 0, 23922, 0, 23641]",03 24 00 00 5D 87 00 00 5D 72 00 00 5C 59 00 02 E7 9C 00 02 E9 55 00 02 E8 99 00 05 08 89 00 05 0B 03 00 05 09 22
1525,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1527,1,3,"FC3 response: 16 reg(s) [20, 48518, 0, 0, 20, 50196]",03 20 00 14 BD 86 00 00 00 00 00 14 C4 14 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 07 EC
1529,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1533,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1535,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1537,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1539,1,3,"FC3 response: 18 reg(s) [0, 23983, 0, 23934, 0, 23680]",03 24 00 00 5D AF 00 00 5D 7E 00 00 5C 80 00 02 E3 B9 00 02 E8 3A 00 02 E8 73 00 05 02 D9 00 05 0B BA 00 05 05 34
1539,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1541,1,3,"FC3 response: 16 reg(s) [20, 49655, 0, 0, 20, 50507]",03 20 00 14 C1 F7 00 00 00 00 00 14 C5 4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BC 2F
1541,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1545,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1545,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1547,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1549,1,3,"FC3 response: 18 reg(s) [0, 23983, 0, 23962, 0, 23793]",03 24 00 00 5D AF 00 00 5D 9A 00 00 5C F1 00 02 E3 E6 00 02 E8 22 00 02 E7 93 00 05 03 69 00 05 0A 84 00 05 04 7B
1549,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1551,1,3,"FC3 response: 16 reg(s) [20, 52164, 0, 0, 20, 52597]",03 20 00 14 CB C4 00 00 00 00 00 14 CD 75 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 86 4A
1551,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1555,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1557,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1559,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1561,1,3,"FC3 response: 18 reg(s) [0, 24236, 0, 24258, 0, 24001]",03 24 00 00 5E AC 00 00 5E C2 00 00 5D C1 00 02 E7 A9 00 02 E9 AC 00 02 E8 1F 00 05 09 3C 00 05 0A CB 00 05 08 81
1561,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1563,1,3,"FC3 response: 16 reg(s) [21, 2808, 0, 0, 21, 3718]",03 20 00 15 0A F8 00 00 00 00 00 15 0E 86 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C3 D4
1565,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1571,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1571,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1573,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1575,1,3,"FC3 response: 18 reg(s) [0, 24524, 0, 24439, 0, 24082]",03 24 00 00 5F CC 00 00 5F 77 00 00 5E 12 00 02 E6 47 00 02 E9 0F 00 02 E8 CB 00 05 06 91 00 05 0B A8 00 05 08 05
1575,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1577,1,3,"FC3 response: 16 reg(s) [21, 12355, 0, 0, 21, 13895]",03 20 00 15 30 43 00 00 00 00 00 15 36 47 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF 89
1577,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1581,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1581,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1583,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1585,1,3,"FC3 response: 18 reg(s) [0, 24460, 0, 24358, 0, 24129]",03 24 00 00 5F 8C 00 00 5F 26 00 00 5E 41 00 02 E4 2A 00 02 E7 FC 00 02 E8 4F 00 05 03 29 00 05 0B 0C 00 05 05 AC
1587,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1589,1,3,"FC3 response: 16 reg(s) [21, 9514, 0, 0, 21, 10584]",03 20 00 15 25 2A 00 00 00 00 00 15 29 58 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 D4 C5
1591,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1595,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1595,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1597,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1599,1,3,"FC3 response: 18 reg(s) [0, 24419, 0, 24459, 0, 24256]",03 24 00 00 5F 63 00 00 5F 8B 00 00 5E C0 00 02 E6 23 00 02 E9 3E 00 02 E8 7F 00 05 06 BF 00 05 0B 91 00 05 07 7D
1599,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1601,1,3,"FC3 response: 16 reg(s) [21, 15115, 0, 0, 21, 15656]",03 20 00 15 3B 0B 00 00 00 00 00 15 3D 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 97 9E
1601,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1605,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1605,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1607,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1609,1,3,"FC3 response: 18 reg(s) [0, 24637, 0, 24657, 0, 24403]",03 24 00 00 60 3D 00 00 60 51 00 00 5F 53 00 02 E7 E0 00 02 E9 D8 00 02 E8 46 00 05 09 95 00 05 0B 16 00 05 08 CD
1609,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1611,1,3,"FC3 response: 16 reg(s) [21, 25089, 0, 0, 21, 26726]",03 20 00 15 62 01 00 00 00 00 00 15 68 66 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 08 AC
1613,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1619,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1619,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1621,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1623,1,3,"FC3 response: 18 reg(s) [0, 24633, 0, 24616, 0, 24260]",03 24 00 00 60 39 00 00 60 28 00 00 5E C4 00 02 E6 D5 00 02 E9 C5 00 02 E9 35 00 05 07 CC 00 05 0C A0 00 05 08 BA
1623,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1625,1,3,"FC3 response: 16 reg(s) [21, 21786, 0, 0, 21, 23511]",03 20 00 15 55 1A 00 00 00 00 00 15 5B D7 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 0F 62
1627,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1631,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1631,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1633,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1635,1,3,"FC3 response: 18 reg(s) [0, 24363, 0, 24370, 0, 24142]",03 24 00 00 5F 2B 00 00 5F 32 00 00 5E 4E 00 02 E3 B2 00 02 E8 19 00 02 E8 04 00 05 02 E3 00 05 0B 19 00 05 04 C7
1637,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1639,1,3,"FC3 response: 16 reg(s) [21, 8374, 0, 0, 21, 9002]",03 20 00 15 20 B6 00 00 00 00 00 15 23 2A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 A2 EA
1639,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1645,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1645,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1647,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1649,1,3,"FC3 response: 18 reg(s) [0, 24351, 0, 24332, 0, 24113]",03 24 00 00 5F 1F 00 00 5F 0C 00 00 5E 31 00 02 E7 2D 00 02 E9 45 00 02 E7 E2 00 05 08 55 00 05 0A 57 00 05 07 EA
1649,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1651,1,3,"FC3 response: 16 reg(s) [21, 8308, 0, 0, 21, 8991]",03 20 00 15 20 74 00 00 00 00 00 15 23 1F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 A9 E7
1651,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1655,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1655,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1657,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1659,1,3,"FC3 response: 18 reg(s) [0, 24357, 0, 24513, 0, 24006]",03 24 00 00 5F 25 00 00 5F C1 00 00 5D C6 00 02 E7 5C 00 02 E9 3A 00 02 E7 39 00 05 08 DD 00 05 09 76 00 05 07 5E
1659,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1661,1,3,"FC3 response: 16 reg(s) [21, 8193, 0, 0, 21, 9711]",03 20 00 15 20 01 00 00 00 00 00 15 25 EF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FD 44
1663,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1667,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1667,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1669,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1671,1,3,"FC3 response: 18 reg(s) [0, 24118, 0, 24042, 0, 23779]",03 24 00 00 5E 36 00 00 5D EA 00 00 5C E3 00 02 E4 DD 00 02 E8 30 00 02 E8 8E 00 05 04 13 00 05 0B 2B 00 05 06 A1
1673,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1675,1,3,"FC3 response: 16 reg(s) [20, 56181, 0, 0, 20, 57439]",03 20 00 14 DB 75 00 00 00 00 00 14 E0 5F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E5 18
1677,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1681,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1681,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
